inf	-nan
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
inf	inf
-3.05105	3.57232
-3.05137	3.5102
-3.05169	3.4493
-3.052	3.38959
-3.0523	3.33101
-3.10289	3.32744
-3.15802	3.32786
-3.21408	3.32828
-3.27112	3.32871
-3.32915	3.32915
-3.38823	3.3296
-3.44838	3.33006
-3.50965	3.33053
-3.57207	3.33101
-3.63569	3.3315
-3.70056	3.332
-3.76672	3.33251
-3.83422	3.33303
-3.90311	3.33357
-3.97345	3.33412
-4.04529	3.33468
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-inf	inf
-3.86339	2.65524
-3.86368	2.60608
-3.86396	2.5575
-3.86425	2.50947
-3.86453	2.46198
-3.86481	2.415
-3.86509	2.36853
-3.86536	2.32254
-3.86564	2.27704
-3.86591	2.23199
-3.86619	2.18738
-3.86646	2.14321
-3.86673	2.09946
-3.86699	2.05612
-3.86726	2.01317
-3.86753	1.9706
-3.86779	1.92841
-3.86806	1.88658
-3.86832	1.84509
-3.86858	1.80395
-3.86885	1.76314
-3.86911	1.72264
-3.88352	1.6886
-3.97995	1.68939
-4.08052	1.69021
-2.85553	1.15371
-2.85572	1.1249
-2.85591	1.09628
-2.8561	1.06785
-2.85629	1.0396
-2.85648	1.01153
-2.85667	0.98363
-2.85686	0.955892
-2.85705	0.928311
-2.85724	0.900884
-2.85743	0.873603
-2.85762	0.846465
-2.85781	0.819463
-2.858	0.792592
-2.85819	0.765849
-2.85838	0.739226
-2.85857	0.71272
-2.85876	0.686326
-2.85895	0.66004
-2.85914	0.633855
-2.85933	0.607769
-2.85952	0.581776
-2.85971	0.555871
-2.8599	0.530051
-2.86009	0.504312
-2.86029	0.478648
-2.86048	0.453056
-2.86067	0.427531
-2.86087	0.402069
-2.86106	0.376666
-2.86126	0.351318
-2.86145	0.326021
-2.86165	0.300772
-2.86185	0.275565
-2.86205	0.250397
-2.86224	0.225263
-2.86244	0.200162
-2.86264	0.175087
-3.1104	0.163009
-3.99663	0.174496
-3.99691	0.139575
-3.99719	0.10467
-3.99748	0.0697763
-3.99777	0.034888
